Cluster_ID	Gene
0	CASP8
0	HIST1H1C
0	SETD2
0	FANCA
0	AKT3
0	SMAD4
0	CTCF
0	PGR
0	GATA1
0	KMT2A
1	SMARCA4
1	KMT2C
1	FLT1
1	CCND2
1	PTPRD
1	BRCA1
2	REL
2	ABL1
2	ANKRD11
2	PTPN11
2	CDKN2A
2	TBX3
2	BAP1
3	RBM10
3	GNAS
3	RET
3	JAK3
3	PIK3CA
3	FLT4
3	TGFBR2
3	PTPRS
3	AR
3	RNF43
3	SRC
3	CSF1R
3	PTEN
3	BCOR
4	POLE
4	PTPRT
4	RB1
4	MAP2K4
4	MGA
4	TSC2
4	SMAD2
4	AXIN1
4	RPTOR
4	ARID1A
4	BRCA2
5	PALB2
5	KDM6A
5	FAT1
5	INSR
5	ATM
5	NTRK3
5	AXIN2
5	EP300
5	KMT2D
5	ARID1B
5	LATS2
6	NOTCH3
6	TET1
6	PREX2
6	ZFHX3
6	DOT1L
6	INPPL1
6	POLD1
7	JAK2
7	ERF
